country,state,county,lat,lng,bed_type,beds,population,year,source,countynew
US,AK,aleutians east,63.588753,-154.493062,ICU,0,3338,2019,khn,Aleutians East
US,AK,aleutians west,63.588753,-154.493062,ICU,0,5784,2019,khn,Aleutians West
US,AK,anchorage,63.588753,-154.493062,ACUTE,2.182916,298225,2018,arcgis,Anchorage
US,AK,anchorage,63.588753,-154.493062,ICU,0.244782,298225,2019,khn,Anchorage
US,AK,anchorage,63.588753,-154.493062,OTHER,0.191131,298225,2019,arcgis,Anchorage
US,AK,anchorage,63.588753,-154.493062,PSYCHIATRIC,0.938888,298225,2018,arcgis,Anchorage
US,AK,bethel,63.588753,-154.493062,ICU,2.060478,17957,2018,arcgis,Bethel
US,AK,bristol bay,63.588753,-154.493062,ICU,0,917,2019,khn,Bristol Bay
US,AK,denali,63.588753,-154.493062,ICU,0,2303,2019,khn,Denali
US,AK,dillingham,63.588753,-154.493062,ICU,2.814636,4974,2018,arcgis,Dillingham
US,AK,fairbanks north star,63.588753,-154.493062,ACUTE,2.169328,100031,2018,arcgis,Fairbanks North Star
US,AK,fairbanks north star,63.588753,-154.493062,ICU,0.12996,100031,2019,khn,Fairbanks North Star
US,AK,haines,63.588753,-154.493062,ICU,0,2537,2019,khn,Haines
US,AK,hoonah-angoon,63.588753,-154.493062,ICU,0,2146,2019,khn,Hoonah-Angoon
US,AK,juneau,63.588753,-154.493062,ACUTE,1.757415,32434,2019,arcgis,Juneau
US,AK,juneau,63.588753,-154.493062,ICU,0.277487,32434,2019,khn,Juneau
US,AK,kenai peninsula,63.588753,-154.493062,ACUTE,2.656959,57961,2018,arcgis,Kenai Peninsula
US,AK,kenai peninsula,63.588753,-154.493062,ICU,0.862649,57961,2018,arcgis,Kenai Peninsula
US,AK,ketchikan gateway,63.588753,-154.493062,ICU,3.928701,13745,2018,arcgis,Ketchikan Gateway
US,AK,kodiak island borough,63.588753,-154.493062,ICU,0,13773,2019,khn,Kodiak Island Borough
US,AK,kusilvak,63.588753,-154.493062,ICU,0,8129,2019,khn,Kusilvak
US,AK,lake and peninsula,63.588753,-154.493062,ICU,0,1301,2019,khn,Lake And Peninsula
US,AK,matanuska-susitna,63.588753,-154.493062,ACUTE,0.731695,101135,2018,arcgis,Matanuska-Susitna
US,AK,matanuska-susitna,63.588753,-154.493062,ICU,0.138429,101135,2019,khn,Matanuska-Susitna
US,AK,nome,63.588753,-154.493062,ACUTE,3.647786,9869,2018,arcgis,Nome
US,AK,nome,63.588753,-154.493062,ICU,0,9869,2019,khn,Nome
US,AK,north slope borough,63.588753,-154.493062,ICU,2.04981,9757,2019,arcgis,North Slope Borough
US,AK,northwest arctic borough,63.588753,-154.493062,ICU,2.2035,7715,2018,arcgis,Northwest Arctic Borough
US,AK,petersburg borough,63.588753,-154.493062,ICU,0,3275,2019,khn,Petersburg Borough
US,AK,prince of wales-hyder,63.588753,-154.493062,ICU,0,6473,2019,khn,Prince Of Wales-Hyder
US,AK,sitka borough,63.588753,-154.493062,ICU,0,8810,2019,khn,Sitka Borough
US,AK,skagway municipality,63.588753,-154.493062,ICU,0,1038,2019,khn,Skagway Municipality
US,AK,southeast fairbanks ,63.588753,-154.493062,ICU,0,6889,2019,khn,Southeast Fairbanks 
US,AK,valdez-cordova ,63.588753,-154.493062,ICU,0,9439,2019,khn,Valdez-Cordova 
US,AK,wrangell city and borough,63.588753,-154.493062,ICU,0,2475,2019,khn,Wrangell City And Borough
US,AK,yakutat city and borough,63.588753,-154.493062,ICU,0,682,2019,khn,Yakutat City And Borough
US,AK,yukon-koyukuk,63.588753,-154.493062,ICU,0,5453,2019,khn,Yukon-Koyukuk
US,AL,autauga,32.318231,-86.902298,ACUTE,1.544444,55036,2018,arcgis,Autauga
US,AL,autauga,32.318231,-86.902298,ICU,0.10902,55036,2019,khn,Autauga
US,AL,baldwin,32.318231,-86.902298,ACUTE,1.632573,203360,2018,arcgis,Baldwin
US,AL,baldwin,32.318231,-86.902298,ICU,0.250787,203360,2019,khn,Baldwin
US,AL,baldwin,32.318231,-86.902298,PSYCHIATRIC,0.324548,203360,2018,arcgis,Baldwin
US,AL,barbour,32.318231,-86.902298,ACUTE,2.82432,26201,2018,arcgis,Barbour
US,AL,barbour,32.318231,-86.902298,ICU,0.190832,26201,2019,khn,Barbour
US,AL,bibb,32.318231,-86.902298,ACUTE,1.550044,22580,2018,arcgis,Bibb
US,AL,bibb,32.318231,-86.902298,ICU,0,22580,2019,khn,Bibb
US,AL,blount,32.318231,-86.902298,ICU,0.693638,57667,2018,arcgis,Blount
US,AL,bullock,32.318231,-86.902298,ACUTE,5.821722,10478,2018,arcgis,Bullock
US,AL,bullock,32.318231,-86.902298,ICU,0,10478,2019,khn,Bullock
US,AL,butler,32.318231,-86.902298,ACUTE,4.670575,20126,2018,arcgis,Butler
US,AL,butler,32.318231,-86.902298,ICU,0.347809,20126,2019,khn,Butler
US,AL,calhoun,32.318231,-86.902298,ACUTE,4.778104,115527,2018,arcgis,Calhoun
US,AL,calhoun,32.318231,-86.902298,ICU,0.207744,115527,2019,khn,Calhoun
US,AL,calhoun,32.318231,-86.902298,OTHER,0.328927,115527,2018,arcgis,Calhoun
US,AL,chambers,32.318231,-86.902298,ACUTE,3.392831,33895,2018,arcgis,Chambers
US,AL,chambers,32.318231,-86.902298,ICU,0,33895,2019,khn,Chambers
US,AL,cherokee,32.318231,-86.902298,ACUTE,2.320634,25855,2018,arcgis,Cherokee
US,AL,cherokee,32.318231,-86.902298,ICU,0,25855,2019,khn,Cherokee
US,AL,chilton,32.318231,-86.902298,ACUTE,0.59354,43805,2018,arcgis,Chilton
US,AL,chilton,32.318231,-86.902298,ICU,0.136971,43805,2019,khn,Chilton
US,AL,choctaw,32.318231,-86.902298,ICU,1.895663,13188,2018,arcgis,Choctaw
US,AL,clarke,32.318231,-86.902298,ACUTE,3.451777,24625,2018,arcgis,Clarke
US,AL,clarke,32.318231,-86.902298,ICU,0,24625,2019,khn,Clarke
US,AL,clay,32.318231,-86.902298,ACUTE,3.356456,13407,2018,arcgis,Clay
US,AL,clay,32.318231,-86.902298,ICU,0.298352,13407,2019,khn,Clay
US,AL,cleburne,32.318231,-86.902298,ICU,0,14939,2019,khn,Cleburne
US,AL,coffee,32.318231,-86.902298,ACUTE,2.564956,51073,2018,arcgis,Coffee
US,AL,coffee,32.318231,-86.902298,ICU,0.137059,51073,2019,khn,Coffee
US,AL,colbert,32.318231,-86.902298,ACUTE,6.668504,54435,2018,arcgis,Colbert
US,AL,colbert,32.318231,-86.902298,ICU,0.404152,54435,2019,khn,Colbert
US,AL,conecuh,32.318231,-86.902298,ACUTE,4.585343,12649,2018,arcgis,Conecuh
US,AL,conecuh,32.318231,-86.902298,ICU,0,12649,2019,khn,Conecuh
US,AL,coosa,32.318231,-86.902298,ICU,0,10955,2019,khn,Coosa
US,AL,covington,32.318231,-86.902298,ACUTE,5.597164,37519,2016,arcgis,Covington
US,AL,covington,32.318231,-86.902298,ICU,0.346491,37519,2019,khn,Covington
US,AL,crenshaw,32.318231,-86.902298,ACUTE,4.687725,13866,2018,arcgis,Crenshaw
US,AL,crenshaw,32.318231,-86.902298,ICU,0,13866,2019,khn,Crenshaw
US,AL,crenshaw,32.318231,-86.902298,PSYCHIATRIC,2.019328,13866,2018,arcgis,Crenshaw
US,AL,cullman,32.318231,-86.902298,ACUTE,1.774721,81703,2018,arcgis,Cullman
US,AL,cullman,32.318231,-86.902298,ICU,0.146873,81703,2019,khn,Cullman
US,AL,cullman,32.318231,-86.902298,PSYCHIATRIC,0.489578,81703,2018,arcgis,Cullman
US,AL,dale,32.318231,-86.902298,ACUTE,1.801875,49393,2018,arcgis,Dale
US,AL,dale,32.318231,-86.902298,ICU,0.121475,49393,2019,khn,Dale
US,AL,dallas,32.318231,-86.902298,ACUTE,4.293952,40755,2018,arcgis,Dallas
US,AL,dallas,32.318231,-86.902298,ICU,0.441664,40755,2019,khn,Dallas
US,AL,dekalb,32.318231,-86.902298,ACUTE,1.882181,71194,2018,arcgis,Dekalb
US,AL,dekalb,32.318231,-86.902298,ICU,0.168554,71194,2019,khn,Dekalb
US,AL,elmore,32.318231,-86.902298,ACUTE,1.703935,80989,2018,arcgis,Elmore
US,AL,elmore,32.318231,-86.902298,ICU,0.061737,80989,2019,khn,Elmore
US,AL,escambia,32.318231,-86.902298,ACUTE,3.774488,37621,2018,arcgis,Escambia
US,AL,escambia,32.318231,-86.902298,ICU,0.372133,37621,2019,khn,Escambia
US,AL,etowah,32.318231,-86.902298,ACUTE,6.079587,103132,2018,arcgis,Etowah
US,AL,etowah,32.318231,-86.902298,ICU,0.542993,103132,2019,khn,Etowah
US,AL,etowah,32.318231,-86.902298,OTHER,0.426638,103132,2018,arcgis,Etowah
US,AL,etowah,32.318231,-86.902298,PSYCHIATRIC,0.659349,103132,2018,arcgis,Etowah
US,AL,fayette,32.318231,-86.902298,ACUTE,3.662124,16657,2018,arcgis,Fayette
US,AL,fayette,32.318231,-86.902298,ICU,0.720418,16657,2019,khn,Fayette
US,AL,franklin,32.318231,-86.902298,ACUTE,3.173898,31507,2018,arcgis,Franklin
US,AL,franklin,32.318231,-86.902298,ICU,0.793474,31507,2018,arcgis,Franklin
US,AL,geneva,32.318231,-86.902298,ACUTE,3.123589,26572,2018,arcgis,Geneva
US,AL,geneva,32.318231,-86.902298,ICU,0.225802,26572,2019,khn,Geneva
US,AL,greene,32.318231,-86.902298,ACUTE,2.343842,8533,2018,arcgis,Greene
US,AL,greene,32.318231,-86.902298,ICU,0,8533,2019,khn,Greene
US,AL,hale,32.318231,-86.902298,ACUTE,2.600867,14995,2018,arcgis,Hale
US,AL,hale,32.318231,-86.902298,ICU,0,14995,2019,khn,Hale
US,AL,henry,32.318231,-86.902298,ICU,0,17110,2019,khn,Henry
US,AL,houston,32.318231,-86.902298,ACUTE,6.291543,104108,2018,arcgis,Houston
US,AL,houston,32.318231,-86.902298,ICU,0.633957,104108,2019,khn,Houston
US,AL,houston,32.318231,-86.902298,OTHER,0.854881,104108,2018,arcgis,Houston
US,AL,houston,32.318231,-86.902298,PSYCHIATRIC,0.365006,104108,2018,arcgis,Houston
US,AL,jackson,32.318231,-86.902298,ACUTE,3.248863,52326,2018,arcgis,Jackson
US,AL,jackson,32.318231,-86.902298,ICU,0.19111,52326,2019,khn,Jackson
US,AL,jefferson,32.318231,-86.902298,ACUTE,6.672126,659460,2017,arcgis,Jefferson
US,AL,jefferson,32.318231,-86.902298,ICU,0.714221,659460,2019,khn,Jefferson
US,AL,jefferson,32.318231,-86.902298,OTHER,1.129712,659460,2018,arcgis,Jefferson
US,AL,jefferson,32.318231,-86.902298,PSYCHIATRIC,0.142541,659460,2018,arcgis,Jefferson
US,AL,lamar,32.318231,-86.902298,ICU,0,14021,2019,khn,Lamar
US,AL,lauderdale,32.318231,-86.902298,ACUTE,3.866508,92590,2018,arcgis,Lauderdale
US,AL,lauderdale,32.318231,-86.902298,ICU,0.518415,92590,2019,khn,Lauderdale
US,AL,lawrence,32.318231,-86.902298,ACUTE,2.944004,33288,2018,arcgis,Lawrence
US,AL,lawrence,32.318231,-86.902298,ICU,0.180245,33288,2019,khn,Lawrence
US,AL,lee,32.318231,-86.902298,ACUTE,2.005147,156597,2018,arcgis,Lee
US,AL,lee,32.318231,-86.902298,ICU,0.178803,156597,2019,khn,Lee
US,AL,limestone,32.318231,-86.902298,ACUTE,0.774306,91695,2018,arcgis,Limestone
US,AL,limestone,32.318231,-86.902298,ICU,0.109057,91695,2019,khn,Limestone
US,AL,limestone,32.318231,-86.902298,OTHER,0.338077,91695,2018,arcgis,Limestone
US,AL,lowndes,32.318231,-86.902298,ICU,0,10362,2019,khn,Lowndes
US,AL,macon,32.318231,-86.902298,ICU,0,19358,2019,khn,Macon
US,AL,madison,32.318231,-86.902298,ACUTE,3.080294,353213,2018,arcgis,Madison
US,AL,madison,32.318231,-86.902298,ICU,0.283115,353213,2019,khn,Madison
US,AL,madison,32.318231,-86.902298,OTHER,0.198181,353213,2018,arcgis,Madison
US,AL,madison,32.318231,-86.902298,PSYCHIATRIC,0.056623,353213,2018,arcgis,Madison
US,AL,marengo,32.318231,-86.902298,ACUTE,5.014435,19743,2018,arcgis,Marengo
US,AL,marengo,32.318231,-86.902298,ICU,0.253254,19743,2019,khn,Marengo
US,AL,marion,32.318231,-86.902298,ACUTE,3.992282,30058,2018,arcgis,Marion
US,AL,marion,32.318231,-86.902298,ICU,0.133076,30058,2019,khn,Marion
US,AL,marshall,32.318231,-86.902298,ACUTE,2.533302,94738,2018,arcgis,Marshall
US,AL,marshall,32.318231,-86.902298,ICU,0.211109,94738,2019,khn,Marshall
US,AL,mobile,32.318231,-86.902298,ACUTE,4.090962,414328,2018,arcgis,Mobile
US,AL,mobile,32.318231,-86.902298,ICU,0.378927,414328,2019,khn,Mobile
US,AL,mobile,32.318231,-86.902298,OTHER,0.419957,414328,2018,arcgis,Mobile
US,AL,mobile,32.318231,-86.902298,PSYCHIATRIC,0.144813,414328,2018,arcgis,Mobile
US,AL,monroe,32.318231,-86.902298,ACUTE,4.322833,21745,2018,arcgis,Monroe
US,AL,monroe,32.318231,-86.902298,ICU,0.367901,21745,2019,khn,Monroe
US,AL,montgomery,32.318231,-86.902298,ACUTE,4.174005,227120,2018,arcgis,Montgomery
US,AL,montgomery,32.318231,-86.902298,ICU,0.38746,227120,2019,khn,Montgomery
US,AL,montgomery,32.318231,-86.902298,OTHER,0.594399,227120,2018,arcgis,Montgomery
US,AL,montgomery,32.318231,-86.902298,PSYCHIATRIC,0.264178,227120,2018,arcgis,Montgomery
US,AL,morgan,32.318231,-86.902298,ACUTE,3.3737,119157,2018,arcgis,Morgan
US,AL,morgan,32.318231,-86.902298,ICU,0.285338,119157,2019,khn,Morgan
US,AL,morgan,32.318231,-86.902298,PSYCHIATRIC,0.621029,119157,2012,arcgis,Morgan
US,AL,perry,32.318231,-86.902298,ICU,0,9680,2019,khn,Perry
US,AL,pickens,32.318231,-86.902298,ACUTE,2.776401,20170,2018,arcgis,Pickens
US,AL,pickens,32.318231,-86.902298,ICU,0.198314,20170,2019,khn,Pickens
US,AL,pike,32.318231,-86.902298,ACUTE,2.914051,33287,2018,arcgis,Pike
US,AL,pike,32.318231,-86.902298,ICU,0.270376,33287,2019,khn,Pike
US,AL,randolph,32.318231,-86.902298,ACUTE,1.509099,22530,2018,arcgis,Randolph
US,AL,randolph,32.318231,-86.902298,ICU,0,22530,2019,khn,Randolph
US,AL,russell,32.318231,-86.902298,ACUTE,1.19699,58480,2018,arcgis,Russell
US,AL,russell,32.318231,-86.902298,ICU,0.136799,58480,2019,khn,Russell
US,AL,russell,32.318231,-86.902298,OTHER,0.820793,58480,2018,arcgis,Russell
US,AL,shelby,32.318231,-86.902298,ACUTE,1.207353,208721,2018,arcgis,Shelby
US,AL,shelby,32.318231,-86.902298,ICU,0.153315,208721,2019,khn,Shelby
US,AL,shelby,32.318231,-86.902298,OTHER,0.464735,208721,2018,arcgis,Shelby
US,AL,st. clair,32.318231,-86.902298,ACUTE,0.460103,86937,2018,arcgis,St. Clair
US,AL,st. clair,32.318231,-86.902298,ICU,0.069015,86937,2019,khn,St. Clair
US,AL,sumter,32.318231,-86.902298,ACUTE,2.522164,13084,2018,arcgis,Sumter
US,AL,sumter,32.318231,-86.902298,ICU,0,13084,2019,khn,Sumter
US,AL,talladega,32.318231,-86.902298,ACUTE,3.52339,80888,2018,arcgis,Talladega
US,AL,talladega,32.318231,-86.902298,ICU,0.173079,80888,2019,khn,Talladega
US,AL,tallapoosa,32.318231,-86.902298,ACUTE,3.116106,40756,2018,arcgis,Tallapoosa
US,AL,tallapoosa,32.318231,-86.902298,ICU,0.147218,40756,2019,khn,Tallapoosa
US,AL,tuscaloosa,32.318231,-86.902298,ACUTE,3.849842,204424,2018,arcgis,Tuscaloosa
US,AL,tuscaloosa,32.318231,-86.902298,ICU,0.410911,204424,2019,khn,Tuscaloosa
US,AL,tuscaloosa,32.318231,-86.902298,OTHER,0.156537,204424,2018,arcgis,Tuscaloosa
US,AL,tuscaloosa,32.318231,-86.902298,PSYCHIATRIC,0.557664,204424,2018,arcgis,Tuscaloosa
US,AL,walker,32.318231,-86.902298,ACUTE,4.112311,64927,2018,arcgis,Walker
US,AL,walker,32.318231,-86.902298,ICU,0.184823,64927,2019,khn,Walker
US,AL,washington,32.318231,-86.902298,ICU,1.492894,16746,2018,arcgis,Washington
US,AL,wilcox,32.318231,-86.902298,ACUTE,2.747504,10919,2018,arcgis,Wilcox
US,AL,wilcox,32.318231,-86.902298,ICU,0,10919,2019,khn,Wilcox
US,AL,winston,32.318231,-86.902298,ACUTE,2.461615,23968,2018,arcgis,Winston
US,AL,winston,32.318231,-86.902298,ICU,0.166889,23968,2019,khn,Winston
US,AR,arkansas,35.20105,-91.831833,ICU,1.362249,18352,2018,arcgis,Arkansas
US,AR,ashley,35.20105,-91.831833,ICU,1.588754,20771,2018,arcgis,Ashley
US,AR,baxter,35.20105,-91.831833,ACUTE,6.521792,41093,2018,arcgis,Baxter
US,AR,baxter,35.20105,-91.831833,ICU,0.413696,41093,2019,khn,Baxter
US,AR,benton,35.20105,-91.831833,ACUTE,1.330299,251823,2016,arcgis,Benton
US,AR,benton,35.20105,-91.831833,ICU,0.119131,251823,2019,khn,Benton
US,AR,boone,35.20105,-91.831833,ACUTE,4.675911,37212,2018,arcgis,Boone
US,AR,boone,35.20105,-91.831833,ICU,0.644953,37212,2019,khn,Boone
US,AR,bradley,35.20105,-91.831833,ICU,3.183555,10994,2018,arcgis,Bradley
US,AR,calhoun,35.20105,-91.831833,ICU,0,5194,2019,khn,Calhoun
US,AR,carroll,35.20105,-91.831833,ICU,1.691743,27782,2018,arcgis,Carroll
US,AR,chicot,35.20105,-91.831833,ICU,2.271076,11008,2018,arcgis,Chicot
US,AR,chicot,35.20105,-91.831833,OTHER,1.362645,11008,2018,arcgis,Chicot
US,AR,clark,35.20105,-91.831833,ICU,1.111358,22495,2018,arcgis,Clark
US,AR,clay,35.20105,-91.831833,ICU,1.64582,15190,2018,arcgis,Clay
US,AR,cleburne,35.20105,-91.831833,ICU,0.985766,25361,2018,arcgis,Cleburne
US,AR,cleveland,35.20105,-91.831833,ICU,0,8332,2019,khn,Cleveland
US,AR,columbia,35.20105,-91.831833,ACUTE,2.917639,23992,2018,arcgis,Columbia
US,AR,columbia,35.20105,-91.831833,ICU,0.250083,23992,2019,khn,Columbia
US,AR,conway,35.20105,-91.831833,ICU,1.670325,20954,2018,arcgis,Conway
US,AR,craighead,35.20105,-91.831833,ACUTE,5.477428,104246,2016,arcgis,Craighead
US,AR,craighead,35.20105,-91.831833,ICU,0.633118,104246,2019,khn,Craighead
US,AR,craighead,35.20105,-91.831833,PSYCHIATRIC,0.575562,104246,2018,arcgis,Craighead
US,AR,crawford,35.20105,-91.831833,ACUTE,1.658108,62119,2018,arcgis,Crawford
US,AR,crawford,35.20105,-91.831833,ICU,0.128785,62119,2019,khn,Crawford
US,AR,crittenden,35.20105,-91.831833,ACUTE,3.084541,49278,2012,arcgis,Crittenden
US,AR,crittenden,35.20105,-91.831833,ICU,0,49278,2019,khn,Crittenden
US,AR,crittenden,35.20105,-91.831833,PSYCHIATRIC,1.095824,49278,2018,arcgis,Crittenden
US,AR,cross,35.20105,-91.831833,ACUTE,1.456537,17164,2018,arcgis,Cross
US,AR,cross,35.20105,-91.831833,ICU,0,17164,2019,khn,Cross
US,AR,dallas,35.20105,-91.831833,ICU,3.295979,7585,2018,arcgis,Dallas
US,AR,desha,35.20105,-91.831833,ACUTE,2.067141,12094,2018,arcgis,Desha
US,AR,desha,35.20105,-91.831833,ICU,2.067141,12094,2018,arcgis,Desha
US,AR,drew,35.20105,-91.831833,ACUTE,2.631579,18620,2018,arcgis,Drew
US,AR,drew,35.20105,-91.831833,ICU,0.268528,18620,2019,khn,Drew
US,AR,faulkner,35.20105,-91.831833,ACUTE,1.203806,121282,2018,arcgis,Faulkner
US,AR,faulkner,35.20105,-91.831833,ICU,0.206131,121282,2019,khn,Faulkner
US,AR,faulkner,35.20105,-91.831833,OTHER,0.214376,121282,2018,arcgis,Faulkner
US,AR,franklin,35.20105,-91.831833,ICU,0,17803,2019,khn,Franklin
US,AR,fulton,35.20105,-91.831833,ICU,2.067483,12092,2018,arcgis,Fulton
US,AR,garland,35.20105,-91.831833,ACUTE,5.55136,97994,2018,arcgis,Garland
US,AR,garland,35.20105,-91.831833,ICU,0.418393,97994,2019,khn,Garland
US,AR,garland,35.20105,-91.831833,OTHER,1.04088,97994,2016,arcgis,Garland
US,AR,grant,35.20105,-91.831833,ICU,0,18076,2019,khn,Grant
US,AR,greene,35.20105,-91.831833,ACUTE,2.91875,44197,2018,arcgis,Greene
US,AR,greene,35.20105,-91.831833,ICU,0.181008,44197,2019,khn,Greene
US,AR,hempstead,35.20105,-91.831833,ACUTE,3.565947,22154,2018,arcgis,Hempstead
US,AR,hempstead,35.20105,-91.831833,ICU,0.361109,22154,2019,khn,Hempstead
US,AR,hot spring,35.20105,-91.831833,ACUTE,2.986858,33480,2018,arcgis,Hot Spring
US,AR,hot spring,35.20105,-91.831833,ICU,0.179211,33480,2019,khn,Hot Spring
US,AR,howard,35.20105,-91.831833,ICU,1.855701,13472,2012,arcgis,Howard
US,AR,independence,35.20105,-91.831833,ACUTE,5.364315,37097,2018,arcgis,Independence
US,AR,independence,35.20105,-91.831833,ICU,0.323476,37097,2019,khn,Independence
US,AR,izard,35.20105,-91.831833,ICU,1.848976,13521,2018,arcgis,Izard
US,AR,jackson,35.20105,-91.831833,ACUTE,7.63096,17429,2018,arcgis,Jackson
US,AR,jackson,35.20105,-91.831833,ICU,0,17429,2019,khn,Jackson
US,AR,jefferson,35.20105,-91.831833,ACUTE,6.977428,71373,2018,arcgis,Jefferson
US,AR,jefferson,35.20105,-91.831833,ICU,0.476371,71373,2019,khn,Jefferson
US,AR,johnson,35.20105,-91.831833,ACUTE,3.058689,26155,2018,arcgis,Johnson
US,AR,johnson,35.20105,-91.831833,ICU,0.305869,26155,2019,khn,Johnson
US,AR,lafayette,35.20105,-91.831833,ICU,0,7051,2019,khn,Lafayette
US,AR,lawrence,35.20105,-91.831833,ICU,1.490135,16777,2018,arcgis,Lawrence
US,AR,lee,35.20105,-91.831833,ICU,0,9614,2019,khn,Lee
US,AR,lincoln,35.20105,-91.831833,ICU,0,13885,2019,khn,Lincoln
US,AR,little river,35.20105,-91.831833,ICU,2.00096,12494,2018,arcgis,Little River
US,AR,logan,35.20105,-91.831833,ICU,1.880561,21802,2018,arcgis,Logan
US,AR,lonoke,35.20105,-91.831833,ICU,0,71568,2019,khn,Lonoke
US,AR,madison,35.20105,-91.831833,ICU,0,15907,2019,khn,Madison
US,AR,marion,35.20105,-91.831833,ICU,0,16374,2019,khn,Marion
US,AR,miller,35.20105,-91.831833,ICU,0,43760,2019,khn,Miller
US,AR,miller,35.20105,-91.831833,PSYCHIATRIC,1.416819,43760,2018,arcgis,Miller
US,AR,mississippi,35.20105,-91.831833,ACUTE,3.859053,43534,2018,arcgis,Mississippi
US,AR,mississippi,35.20105,-91.831833,ICU,0.574264,43534,2018,arcgis,Mississippi
US,AR,monroe,35.20105,-91.831833,ICU,0,7420,2019,khn,Monroe
US,AR,montgomery,35.20105,-91.831833,ICU,0,9059,2019,khn,Montgomery
US,AR,nevada,35.20105,-91.831833,ICU,0,8528,2019,khn,Nevada
US,AR,newton,35.20105,-91.831833,ICU,0,7898,2019,khn,Newton
US,AR,ouachita,35.20105,-91.831833,ACUTE,4.102059,24378,2018,arcgis,Ouachita
US,AR,ouachita,35.20105,-91.831833,ICU,0.328165,24378,2019,khn,Ouachita
US,AR,perry,35.20105,-91.831833,ICU,0,10320,2019,khn,Perry
US,AR,phillips,35.20105,-91.831833,ACUTE,7.941387,19518,2018,arcgis,Phillips
US,AR,phillips,35.20105,-91.831833,ICU,0.307409,19518,2019,khn,Phillips
US,AR,pike,35.20105,-91.831833,ACUTE,2.937666,10893,2012,arcgis,Pike
US,AR,pike,35.20105,-91.831833,ICU,0,10893,2019,khn,Pike
US,AR,poinsett,35.20105,-91.831833,ICU,0,24098,2019,khn,Poinsett
US,AR,polk,35.20105,-91.831833,ACUTE,3.215911,20212,2018,arcgis,Polk
US,AR,polk,35.20105,-91.831833,ICU,0.296853,20212,2019,khn,Polk
US,AR,pope,35.20105,-91.831833,ACUTE,2.682573,63372,2018,arcgis,Pope
US,AR,pope,35.20105,-91.831833,ICU,0.173578,63372,2019,khn,Pope
US,AR,prairie,35.20105,-91.831833,ICU,0,8309,2019,khn,Prairie
US,AR,pulaski,35.20105,-91.831833,ACUTE,6.597972,392848,2017,arcgis,Pulaski
US,AR,pulaski,35.20105,-91.831833,ICU,0.532012,392848,2019,khn,Pulaski
US,AR,pulaski,35.20105,-91.831833,OTHER,1.453488,392848,2018,arcgis,Pulaski
US,AR,pulaski,35.20105,-91.831833,PSYCHIATRIC,0.407282,392848,2018,arcgis,Pulaski
US,AR,randolph,35.20105,-91.831833,ACUTE,2.854859,17514,2018,arcgis,Randolph
US,AR,randolph,35.20105,-91.831833,ICU,0.114194,17514,2019,khn,Randolph
US,AR,saline,35.20105,-91.831833,ACUTE,1.436534,116252,2018,arcgis,Saline
US,AR,saline,35.20105,-91.831833,ICU,0.137632,116252,2019,khn,Saline
US,AR,saline,35.20105,-91.831833,PSYCHIATRIC,0.662354,116252,2018,arcgis,Saline
US,AR,scott,35.20105,-91.831833,ICU,0,10584,2019,khn,Scott
US,AR,searcy,35.20105,-91.831833,ICU,0,7925,2019,khn,Searcy
US,AR,sebastian,35.20105,-91.831833,ACUTE,6.830923,127362,2018,arcgis,Sebastian
US,AR,sebastian,35.20105,-91.831833,ICU,0.541763,127362,2019,khn,Sebastian
US,AR,sebastian,35.20105,-91.831833,OTHER,0.824422,127362,2018,arcgis,Sebastian
US,AR,sebastian,35.20105,-91.831833,PSYCHIATRIC,0.588873,127362,2018,arcgis,Sebastian
US,AR,sevier,35.20105,-91.831833,ICU,2.034174,17206,2018,arcgis,Sevier
US,AR,sharp,35.20105,-91.831833,ICU,0,17041,2019,khn,Sharp
US,AR,st. francis,35.20105,-91.831833,ACUTE,4.421463,26688,2018,arcgis,St. Francis
US,AR,st. francis,35.20105,-91.831833,ICU,0.22482,26688,2019,khn,St. Francis
US,AR,stone,35.20105,-91.831833,ICU,2.009162,12443,2018,arcgis,Stone
US,AR,union,35.20105,-91.831833,ACUTE,4.147719,40022,2018,arcgis,Union
US,AR,union,35.20105,-91.831833,ICU,0.39978,40022,2019,khn,Union
US,AR,van buren,35.20105,-91.831833,ICU,1.492448,16751,2018,arcgis,Van Buren
US,AR,washington,35.20105,-91.831833,ACUTE,2.852251,223683,2016,arcgis,Washington
US,AR,washington,35.20105,-91.831833,ICU,0.272707,223683,2019,khn,Washington
US,AR,washington,35.20105,-91.831833,OTHER,0.554356,223683,2018,arcgis,Washington
US,AR,washington,35.20105,-91.831833,PSYCHIATRIC,0.50965,223683,2018,arcgis,Washington
US,AR,white,35.20105,-91.831833,ACUTE,6.428989,78706,2018,arcgis,White
US,AR,white,35.20105,-91.831833,ICU,0.165172,78706,2019,khn,White
US,AR,woodruff,35.20105,-91.831833,ICU,0,6763,2019,khn,Woodruff
US,AR,yell,35.20105,-91.831833,ACUTE,1.89806,21601,2018,arcgis,Yell
US,AR,yell,35.20105,-91.831833,ICU,1.620295,21601,2018,arcgis,Yell
US,AZ,apache,34.048928,-111.093731,ACUTE,0.279322,71602,2018,arcgis,Apache
US,AZ,apache,34.048928,-111.093731,ICU,0.349152,71602,2018,arcgis,Apache
